"Time","api-icesat2-prod-dask-gateway-798c9798f8-bpwcf","autohttps-6c669c845d-5ld64","controller-icesat2-prod-dask-gateway-78f86f6f6d-f4nxg","dask-scheduler-04c170d2a43845b1b3615a30e1f14ae6","dask-scheduler-2d75a3c022794e0ca895c8cfbf756a87","dask-scheduler-3efefa2916d041728ffae1591d540734","dask-scheduler-410bb88f732e4680b5456aeb85881f9a","dask-scheduler-411048210dae490dbbf6f8f1c74ab77e","dask-scheduler-489fe79f6bf7448ea2c022a62751a31f","dask-scheduler-4b52a76a35694213a981d9cb3c26b6a7","dask-scheduler-7e1aef87ccf646febe579ab8f93a340f","dask-scheduler-903c313ed02a412b9d9a5e87e748c764","dask-scheduler-94d6bbff40194e83acbc39dfd404e65a","dask-scheduler-9a2687ca7a6749628e989eac65b9f0c7","dask-scheduler-9fc829ee12af4c58a86c95fe2410286a","dask-scheduler-a3413571b0054e2592d0ef35f2684b3d","dask-scheduler-a6e61215499b4a529aebd4241f14f5af","dask-scheduler-c6ed4a8e1b194f2d99f67c115af69f90","dask-scheduler-f3f5b8e5d7384f1c83d92be97c11d9fd","dask-scheduler-f54e45ba8207497bbbdc760ff77a2944","dask-scheduler-fe385ff2c7bf4465907ba269a04421b0","dask-worker-3efefa2916d041728ffae1591d540734-7wm8f","dask-worker-3efefa2916d041728ffae1591d540734-nvhrj","dask-worker-410bb88f732e4680b5456aeb85881f9a-7g8ht","dask-worker-410bb88f732e4680b5456aeb85881f9a-7x6bc","dask-worker-410bb88f732e4680b5456aeb85881f9a-9qs4c","dask-worker-410bb88f732e4680b5456aeb85881f9a-b8jq2","dask-worker-410bb88f732e4680b5456aeb85881f9a-kwhzb","dask-worker-489fe79f6bf7448ea2c022a62751a31f-bqsgr","dask-worker-489fe79f6bf7448ea2c022a62751a31f-h29dj","dask-worker-489fe79f6bf7448ea2c022a62751a31f-j9hw4","dask-worker-489fe79f6bf7448ea2c022a62751a31f-lcthl","dask-worker-489fe79f6bf7448ea2c022a62751a31f-rrqxz","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-4vttq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-7rbpm","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-8qvb4","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-dlzt5","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fjjvr","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fnhfq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t4h7d","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t5vf8","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-x7q82","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-xdzmj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-6fn5v","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-7xt7f","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-82swx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-8nnw2","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-j9lxj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-mrz42","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-nhvnj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-t7scx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-xkj4w","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-zxhjr","dask-worker-a051656fc38d4ee18ac531d6b5cb0774-lfr8g","dask-worker-a051656fc38d4ee18ac531d6b5cb0774-lqnxl","dask-worker-a3413571b0054e2592d0ef35f2684b3d-4gl4z","dask-worker-a3413571b0054e2592d0ef35f2684b3d-9ckgc","dask-worker-a3413571b0054e2592d0ef35f2684b3d-sbjdl","dask-worker-a6e61215499b4a529aebd4241f14f5af-22p2l","dask-worker-a6e61215499b4a529aebd4241f14f5af-278k5","dask-worker-a6e61215499b4a529aebd4241f14f5af-2sjmz","dask-worker-a6e61215499b4a529aebd4241f14f5af-6j56r","dask-worker-a6e61215499b4a529aebd4241f14f5af-7nmrr","dask-worker-a6e61215499b4a529aebd4241f14f5af-84x5k","dask-worker-a6e61215499b4a529aebd4241f14f5af-8gxdf","dask-worker-a6e61215499b4a529aebd4241f14f5af-8hqsz","dask-worker-a6e61215499b4a529aebd4241f14f5af-c868l","dask-worker-a6e61215499b4a529aebd4241f14f5af-dt68n","dask-worker-a6e61215499b4a529aebd4241f14f5af-f25x4","dask-worker-a6e61215499b4a529aebd4241f14f5af-gt48z","dask-worker-a6e61215499b4a529aebd4241f14f5af-kz8k4","dask-worker-a6e61215499b4a529aebd4241f14f5af-tbkb5","dask-worker-a6e61215499b4a529aebd4241f14f5af-vlxlg","hub-5c554bb6b5-qvjnm","icesat2-prod-ingress-nginx-controller-69b6d47979-hwrr5","icesat2-prod-kube-state-metrics-75bfcfbd8c-scd9j","icesat2-prod-prometheus-op-operator-589f7c4c68-cnxx4","jupyter-ajijohn","jupyter-cspencerjones","jupyter-emiliom","jupyter-jbusecke","jupyter-jessicas11","jupyter-rsignell-2dusgs","jupyter-salvis2","jupyter-scottyhq","jupyter-tomaugspurger","proxy-5b8689767c-49wqk","traefik-icesat2-prod-dask-gateway-84bd7f7c7-97j5l","user-scheduler-dbd59d5d-25z28","user-scheduler-dbd59d5d-hk844","quota - requests","quota - limits"
2020-10-08 16:40:00,103645184,128876544,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229613568,199245824,26116096,110321664,1195753472,,,,1772216320,,,,,66404352,125710336,34045952,40329216,,
2020-10-08 17:00:00,103645184,128917504,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229621760,199245824,26116096,110321664,1195065344,,,,,,,,,66404352,31604736,34406400,40099840,,
2020-10-08 17:20:00,103645184,128917504,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229621760,199245824,26116096,110321664,1195237376,,,,,,,,,66404352,34349056,34291712,40230912,,
2020-10-08 17:40:00,103645184,128909312,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229621760,199245824,26116096,110321664,1194868736,,,,,,,,,66404352,34594816,34226176,39837696,,
2020-10-08 18:00:00,103645184,128909312,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229654528,199245824,26116096,110321664,1196171264,,,,,,,,,66404352,34766848,34406400,40230912,,
2020-10-08 18:20:00,103645184,128909312,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229548032,199540736,26116096,110493696,1196171264,,,,,,,,,66404352,34889728,34439168,40230912,,
2020-10-08 18:40:00,103645184,128909312,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229548032,199540736,26116096,110493696,1196171264,,,,,,,,,66404352,35028992,34439168,39968768,,
2020-10-08 19:00:00,103645184,128909312,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229548032,199540736,26116096,110493696,1195819008,,,,,,,,,66404352,78856192,34340864,40230912,,
2020-10-08 19:20:00,103645184,128909312,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229548032,199540736,26116096,110469120,1195958272,,,,,,,,,66404352,34541568,34291712,40148992,,
2020-10-08 19:40:00,103645184,128909312,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229548032,199540736,26124288,110469120,1195958272,,,,,,,,,66404352,34816000,34160640,39886848,,
2020-10-08 20:00:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229318656,199884800,26124288,113229824,1195958272,,,,,,,,,66404352,32669696,34406400,39993344,,
2020-10-08 20:20:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229146624,199884800,26124288,111140864,1195958272,,,,,,,,,66404352,34275328,34406400,39993344,,
2020-10-08 20:40:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229146624,199884800,26124288,113238016,1195958272,,,,,,,,,66404352,34439168,34324480,40009728,,
2020-10-08 21:00:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229146624,199884800,26132480,111140864,1195958272,,,,,,,,,66404352,34553856,34406400,39952384,,
2020-10-08 21:20:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229146624,200507392,26132480,111140864,1195958272,,,,,,,,,66404352,34627584,34406400,40034304,,
2020-10-08 21:40:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229146624,199802880,26132480,111140864,1195958272,,,,,,,,,66404352,34766848,34406400,40247296,,
2020-10-08 22:00:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229146624,199802880,26132480,111165440,1195958272,,,,,,,,,66404352,34955264,34373632,39903232,,
2020-10-08 22:20:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229097472,199802880,26132480,111304704,1195958272,,,,,,,,,66404352,35454976,34529280,40247296,,
2020-10-08 22:40:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229097472,199802880,26132480,111304704,1195958272,,,,,,,,,66404352,35602432,34332672,39919616,,
2020-10-08 23:00:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229097472,199802880,26132480,111304704,1195958272,,,,,,,,,66404352,33624064,34168832,39870464,,
2020-10-08 23:20:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229097472,199802880,26132480,111304704,1195958272,,,,,,,,,66404352,33923072,34332672,40116224,,
2020-10-08 23:40:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229097472,199802880,26132480,111321088,1195958272,,,,,,,,,66404352,34086912,34332672,39854080,,
2020-10-09 00:00:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229097472,199802880,26132480,111329280,1195958272,,,,,,,,,66404352,34193408,34119680,40034304,,
2020-10-09 00:20:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229007360,199802880,26132480,111304704,1195958272,,,,,,,,,66404352,34324480,34185216,40247296,,
2020-10-09 00:40:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229007360,199802880,26132480,111329280,1195958272,,,,,,,,,66404352,34488320,34414592,40329216,,
2020-10-09 01:00:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229007360,199802880,26132480,111329280,1195958272,,,,,,,,,66404352,37134336,34414592,40148992,,
2020-10-09 01:20:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229007360,199802880,26132480,111329280,1195958272,,,,,,,,,66404352,37433344,34414592,39854080,,
2020-10-09 01:40:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229007360,199802880,26132480,111337472,1195958272,,,,,,,,,66404352,37658624,34234368,40083456,,
2020-10-09 02:00:00,103645184,129007616,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228941824,199802880,26132480,111292416,1195958272,,,,,,,,,66404352,35270656,34414592,39952384,,
2020-10-09 02:20:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,37089280,34316288,39985152,,
2020-10-09 02:40:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,37216256,34414592,40034304,,
2020-10-09 03:00:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,33931264,34201600,40132608,,
2020-10-09 03:20:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,34127872,34250752,40132608,,
2020-10-09 03:40:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,34435072,34267136,40247296,,
2020-10-09 04:00:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,34586624,34414592,40083456,,
2020-10-09 04:20:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,33046528,34414592,40247296,,
2020-10-09 04:40:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,117968896,34414592,40116224,,
2020-10-09 05:00:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,34455552,34250752,40247296,,
2020-10-09 05:20:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,34643968,34390016,40247296,,
2020-10-09 05:40:00,103645184,129032192,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228737024,199802880,26140672,111869952,1195958272,,,,,,,,,66387968,34791424,34136064,40116224,,
2020-10-09 06:00:00,103645184,129413120,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228663296,199852032,26140672,111902720,1195958272,,,644866048,,,,,,66461696,35815424,34463744,40345600,,
2020-10-09 06:20:00,103645184,129130496,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228663296,199852032,26140672,111869952,1195786240,,,645619712,,,,,,66461696,36020224,34512896,40165376,,
2020-10-09 06:40:00,103645184,129130496,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228663296,199852032,26140672,111869952,1195163648,,,645890048,,,,,,66461696,68931584,34430976,40165376,,
2020-10-09 07:00:00,103645184,129130496,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228663296,199852032,26148864,111869952,1195712512,,,646324224,,,,,,66461696,34086912,34414592,39985152,,
2020-10-09 07:20:00,103645184,129122304,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228663296,199852032,26148864,111869952,1195425792,,,646578176,,,,,,66461696,31211520,34414592,40067072,,
2020-10-09 07:40:00,103645184,129097728,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228663296,199852032,26148864,111869952,1195786240,,,647012352,,,,,,66461696,34324480,34430976,40165376,,
2020-10-09 08:00:00,103645184,129122304,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228646912,199852032,26148864,111828992,1195450368,,,,,,,,,66461696,34684928,34414592,40230912,,
2020-10-09 08:20:00,103645184,129400832,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1195819008,,,,,,,,,66461696,36294656,34316288,40001536,,
2020-10-09 08:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1195909120,,,,,,,,,66461696,36777984,34414592,40001536,,
2020-10-09 09:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1195909120,,,,,,,,,66461696,36921344,34365440,40165376,,
2020-10-09 09:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1195999232,,,,,,,,,66691072,32743424,34414592,40173568,,
2020-10-09 09:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1196130304,,,,,,,,,66461696,32907264,34529280,40042496,,
2020-10-09 10:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1194852352,,,,,,,,,66461696,33091584,34529280,40337408,,
2020-10-09 10:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1194852352,,,,,,,,,66461696,32636928,34627584,40173568,,
2020-10-09 10:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1195204608,,,,,,,,,66461696,32817152,34267136,39976960,,
2020-10-09 11:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1194778624,,,,,,,,,66461696,34504704,34414592,39976960,,
2020-10-09 11:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26148864,110985216,1195229184,,,,,,,,,66461696,34922496,34299904,40075264,,
2020-10-09 11:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199376896,26157056,110985216,1195163648,,,,,,,,,66461696,35061760,34332672,39911424,,
2020-10-09 12:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228098048,199385088,26157056,110985216,1195163648,,,,,,,,,66461696,35209216,34152448,40026112,,
2020-10-09 12:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199385088,26157056,111042560,1195163648,,,,,,,,,66461696,35307520,34201600,40148992,,
2020-10-09 12:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199385088,26157056,111001600,1195163648,,,,,,,,,66461696,35414016,34414592,40108032,,
2020-10-09 13:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199385088,26157056,111001600,1195163648,,,,,,,,,66461696,35979264,34234368,39993344,,
2020-10-09 13:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199385088,26157056,111009792,1195163648,,,,,,,,,66461696,36233216,34234368,39960576,,
2020-10-09 13:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199385088,26157056,111009792,1195163648,,,,,,,,,66461696,36347904,34414592,39845888,,
2020-10-09 14:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199385088,26157056,111009792,1195163648,,,,,,,,,66461696,36433920,34545664,40091648,,
2020-10-09 14:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227860480,199032832,26157056,111124480,1195163648,,,,,,,,,66502656,36511744,34234368,40173568,,
2020-10-09 14:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227860480,199032832,26157056,111124480,1195720704,,,,,,,,,66502656,36585472,34414592,40222720,,
2020-10-09 15:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227860480,199041024,26157056,111124480,1195646976,,,,,,,,,66502656,36675584,34430976,39927808,,
2020-10-09 15:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227860480,199041024,26157056,111124480,1195646976,,,,,,,,,66502656,36749312,34414592,40173568,,
2020-10-09 15:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227860480,199041024,26157056,111124480,1195171840,,,,,,,,,66502656,36823040,34250752,39813120,,
2020-10-09 16:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227860480,199041024,26157056,111124480,1195171840,,,,,,,,,66502656,36904960,34529280,40091648,,
2020-10-09 16:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228237312,199041024,26157056,111132672,1195171840,,,,,,,,,66502656,36945920,34136064,40173568,,
2020-10-09 16:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228237312,199016448,26173440,111132672,1195286528,,,,,,,,,66502656,128749568,34234368,40255488,,
2020-10-09 17:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228229120,199016448,26173440,111120384,1195237376,,,,,,,,,66527232,64516096,34152448,40173568,,
2020-10-09 17:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228220928,199000064,26173440,110428160,1194549248,,,,,,,,,66502656,35975168,34316288,39911424,,
2020-10-09 17:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228220928,199000064,26173440,109674496,1195311104,,,,,,,,,66502656,36347904,34430976,40321024,,
2020-10-09 18:00:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228155392,199049216,26173440,109436928,1195458560,,,,,,,,,66502656,36798464,34119680,40173568,,
2020-10-09 18:20:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199090176,26157056,108560384,1196335104,,,,,,,,,66502656,37634048,34152448,40173568,,
2020-10-09 18:40:00,103645184,129409024,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227983360,199090176,26157056,108560384,1196228608,,,,,,,,,66502656,37888000,34234368,39927808,,
